Country Name,Country Code,Series Name,Series Code,1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.570385926,0.91598104,1.184557509,2.378693853,4.163525253,6.76023965,15.07235736,24.8974003,36.18644004,51.3,60.2,61.59329927,64.2,65.95596346,71.66,72.4,73.2,76.7,80.3,80.3,83,83,85.8,87.12,90,91.16,92.70137191,94.64,96.5,96.97
Canada,CAN,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43618,56383,74500,82897,95604,120922,369091,970834,1147057,1349486,1515773
Canada,CAN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1282.697909,1641.936616,2146.094474,2362.885406,2697.825054,3386.894983,10221.44125,26565.26832,30947.10375,35889.41106,39849.74816
Canada,CAN,Mobile cellular subscriptions,IT.CEL.SETS,775831,1026611,1332982,1865779,2589780,3497779,4195000,5346000,6911038,8727000,10649000,11872000,13291000,15020000,17016600,18749100,20277400,22092500,23811900,25825400,26840000,27720000,28360000,28789000,29765000,30752000,31693000,33211000,34366950,32360000
Canada,CAN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.781872012,3.637316197,4.669271195,6.464766281,8.880011323,11.87385678,14.10445202,17.80689828,22.80681323,28.53043915,34.4850221,38.07781081,42.20966635,47.20970229,52.90522486,57.62395885,61.57580045,66.26894203,70.56194624,75.62882084,77.70889847,79.3768289,80.34784611,80.72209502,82.61933463,84.5231216,86.28149306,89.57894095,91.86310664,85.73967453
Canada,CAN,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,140000,582000,1410932,2836000,3515000,4513000,5416000,7004000,8044000,9075322,9842303,10290000,10817103,11282579,11689914,12094461,12568000,13115376,13386496,13923805,14445606,15142175,15825813
Canada,CAN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,0.466323561,1.92063266,4.612640034,9.183916113,11.27388014,14.33242226,17.0231523,21.77568932,24.72263335,27.55877068,29.52309639,30.49241878,31.67752464,32.66605015,33.47432552,34.26529941,35.23968495,36.40462417,36.79332821,37.90637316,38.96365923,40.47514361,41.93139851
Canada,CAN,Fixed telephone subscriptions,IT.MLT.MAIN,15814928,16246589,16716802,17250407,17567000,17974000,18660000,19294000,20380000,20840000,21126000,20622000,20612000,20563000,18148000,18236000,18282026,18250000,18708000,18394000,18274000,17726000,16921000,16403600,15612271,15155520,14469000,13842000,13596000,13340000
Canada,CAN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,56.70707355,57.56219377,58.55689128,59.77119986,60.23490757,61.01606239,62.73875441,64.26604852,67.25514367,68.13044024,68.41305071,66.14223506,65.45975794,64.63203117,56.42278838,56.04698431,55.51650531,54.7429305,55.43752872,53.86621429,52.90806299,50.75879037,47.93955938,45.99440612,43.33530798,41.65556256,39.39062011,37.33557257,36.34220662,35.34509451
Cayman Islands,CYM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,3.948967193,..,..,..,..,..,..,..,..,..,38.03438308,44.5,52,61,64.5,66,69.46594499,69.7,71.4,74.1,77,79,81.06769325,..,..,..
Cayman Islands,CYM,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95,170,232,225,264,307,327,384,740,1101,2002
Cayman Islands,CYM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1676.312818,2937.263507,3934.670895,3754.192181,4338.679989,4973.995885,5226.647913,6058.502414,11531.50907,16952.02316,30462.56847
Cayman Islands,CYM,Mobile cellular subscriptions,IT.CEL.SETS,559,988,1260,1813,2534,..,4109,5170,8410,10700,17000,19000,21040,33800,80945,92559,101497,98313,108699,100568,96777,98834,98036,91059,93244,95656,96656,..,99000,100000
Cayman Islands,CYM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.105937312,3.556515479,4.334514431,5.941535033,7.877883479,..,11.36464211,13.48848131,20.80653142,25.29371439,38.69352452,41.89543781,45.11923143,70.56072815,164.3186293,182.4182105,194.141163,182.6157218,196.4842197,177.4562394,167.2086112,167.6345873,163.5787226,149.6499474,151.0660359,152.8808196,152.4975545,..,152.429636,152.1560512
Cayman Islands,CYM,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17530,18295,18852,18816,19325,20335,23469,27383,24535,31232,..,51000,32000
Cayman Islands,CYM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.56185452,33.07002639,33.26510446,32.50976191,32.77757047,33.9301208,38.56987904,44.36361869,39.21270917,49.27581963,..,78.52435795,48.6899364
Cayman Islands,CYM,Fixed telephone subscriptions,IT.MLT.MAIN,11795,12753,14011,17610,19410,..,19026,27673,31511,35000,38000,38000,38000,38000,38000,38000,35050,35766,36151,37351,37229,37392,36717,32903,33534,34116,34768,..,36000,36000
Cayman Islands,CYM,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,44.43565401,45.90712743,48.19911246,57.71121452,60.34321955,..,52.62197146,72.19859636,77.95893122,82.73644895,86.49140776,83.79087561,81.48910619,79.32862928,77.14013114,74.89160426,67.04284621,66.43509919,65.34651676,65.90732637,64.32323163,63.42141864,61.26443302,54.07408625,54.32894822,54.52540395,54.85469061,..,55.42895855,54.77617845
Central African Republic,CAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0.005849503,0.014270881,0.027878201,0.040894287,0.053394174,0.078543428,0.128537117,0.151563338,0.223401395,0.268195609,0.311159173,0.375815961,1,1.8,2,2.2,2.4,2.5,2.7,2.9,3.1,4,5.1,8.3,10.4
Central African Republic,CAF,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,1,1,1,2,3,5,6
Central African Republic,CAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0.224005756,0.222559969,0.220376787,0.435158832,0.642897324,1.05370103,1.242296725
Central African Republic,CAF,Mobile cellular subscriptions,IT.CEL.SETS,0,0,0,0,44,1071,1370,1633,4162,4967,11000,12600,40000,60000,100000,110000,340000,570000,863641,979232,992444,1143114,1360300,1155620,1242494,1248346,1175389,1279261,1595294,1831000
Central African Republic,CAF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0.001365333,0.032373778,0.04038396,0.046986153,0.116975369,0.136440038,0.295538603,0.331393367,1.030614135,1.515199343,2.476239246,2.671154854,8.099075514,13.33843158,19.91045791,22.32240228,22.4604103,25.7666098,30.58266921,25.88652999,27.65294881,27.51062987,25.57404521,27.41449024,33.61921611,37.91073151
Central African Republic,CAF,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,810,605,..,..,1858,736,619,608,499,..
Central African Republic,CAF,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.018331445,0.013637134,..,..,0.041351652,0.016219721,0.013468166,0.013029405,0.010515923,..
Central African Republic,CAF,Fixed telephone subscriptions,IT.MLT.MAIN,5358,6092,6757,7373,8385,9704,9814,9563,9860,9468,8917,9000,9500,10000,10000,..,..,..,3561,929,815,823,800,800,1881,1964,2104,2193,2000,2000
Central African Republic,CAF,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.186138032,0.205863946,0.22182106,0.235182288,0.260189111,0.293328795,0.289290645,0.275155287,0.277120888,0.260079381,0.239574338,0.236709548,0.244770857,0.252533224,0.247623925,..,..,..,0.082095617,0.021177322,0.018444602,0.018551011,0.017985838,0.017920444,0.04186354,0.043281972,0.045778709,0.046995865,0.042147988,0.041409865
Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,..,0.000658168,0.004268504,0.012321728,0.035707076,0.045934134,0.166069665,0.320308555,0.360920107,0.3992577,0.581045764,0.847224521,1.19,1.5,1.7,1.9,2.1,2.5,2.9,3.5,5.8,7.4,8,9.8,10.4
Chad,TCD,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,2,1,2,2,5,5,9,7,11,21
Chad,TCD,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.083667067,0.16179939,0.078218202,0.151280975,0.146374715,0.354334227,0.343367493,0.599330308,0.45226279,0.689790017,1.278471951
Chad,TCD,Mobile cellular subscriptions,IT.CEL.SETS,0,0,0,0,0,0,0,0,0,5500,22000,34200,65000,123000,210000,466088,918356,1600000,2280000,2875304,3665661,4402282,4561243,5251560,5465797,5585709,6368600,6984130,7664839,8687151
Chad,TCD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0,0,0,0.065823693,0.253513145,0.379189672,0.69341351,1.263512522,2.07990129,4.457133721,8.489128883,14.30667868,19.73435113,24.05682131,29.65507617,34.43385283,34.50146451,38.43476879,38.73436811,38.35901264,42.40996705,45.12373876,48.06483101,52.88702622
Chad,TCD,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,297,331,15799,19454,14689,10131,11337,5126,331,334,68,0
Chad,TCD,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.002569171,0.002769379,0.127813387,0.152165666,0.111108312,0.07414609,0.08034172,0.035202031,0.002204205,0.002157939,0.000426416,0
Chad,TCD,Fixed telephone subscriptions,IT.MLT.MAIN,4121,4200,4571,4733,5334,6004,7471,8631,9700,10261,10689,11835,12450,13000,13000,20000,32000,45000,58267,51227,31839,27937,31323,23580,17029,13332,8664,9036,6524,5340
Chad,TCD,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.066931089,0.06607152,0.069638244,0.069797419,0.076089724,0.082802658,0.099566962,0.111080395,0.120443989,0.122803074,0.123172818,0.131219584,0.132815357,0.133541974,0.128755794,0.191257175,0.295802635,0.402375338,0.504033383,0.428601214,0.257576456,0.218518156,0.2369287,0.172575739,0.120679117,0.091555496,0.057695562,0.058380658,0.040910834,0.032509705
Channel Islands,CHI,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Mobile cellular subscriptions,IT.CEL.SETS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Fixed telephone subscriptions,IT.MLT.MAIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0.036548938,0.071783144,0.141084507,0.346980781,0.68347561,1.057092496,1.662322022,4.103419297,16.6,19.1,22.1,25.47377889,28.17791012,31.17534703,34.49775117,35.9,37.3,41.56,45,52.24960729,55.05,58,61.11,76.62959195,83.55858602,82.32748693,84.9,86.1,88.3
Chile,CHL,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,790,1110,1791,2239,2933,4025,22528,134062,151206,208732,246876
Chile,CHL,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.30028218,64.40912117,102.9289108,127.4221665,165.155984,223.9924458,1237.185508,7258.193973,8073.29061,11013.69853,12914.48529
Chile,CHL,Mobile cellular subscriptions,IT.CEL.SETS,36136,64438,85186,115691,197314,319474,409740,964248,2260687,3401525,5100783,6244310,7268281,9261385,10569572,12450801,13955202,14796593,16450223,19852242,22315248,23940973,23661339,23680718,23206353,23302603,23013147,25178981,25051668,25068249
Chile,CHL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.26776813,0.469670919,0.61087404,0.816661184,1.372059235,2.190072645,2.771093626,6.437876814,14.90942966,22.17081695,32.8741032,39.81221097,45.8576693,57.82954587,65.31393577,76.13071604,84.42248866,88.55856188,97.41822695,116.3498908,129.4870432,137.589055,134.6574258,133.3451921,129.1440655,127.972519,124.5944777,134.4373213,132.1845598,131.1361447
Chile,CHL,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,7680,66723,188454,352234,478883,708564,1011646,1302310,1427178,1654676,1789355,2011244,2166330,2295169,2489717,2719439,2904580,3062392,3250888,3429668,3763826
Chile,CHL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,0.050057511,0.430023937,1.201537144,2.222345323,2.990220838,4.378522005,6.1857333,7.878370461,8.541752228,9.79899191,10.48704014,11.67049717,12.44992413,13.0618791,14.01949855,15.13376135,15.95128317,16.57996326,17.35736146,18.09656566,19.68919452
Chile,CHL,Fixed telephone subscriptions,IT.MLT.MAIN,1056027,1283048,1520291,1587000,1818000,2151000,2693286,3046698,3108799,3302498,3478492,3467013,3252063,3345102,3460645,3383597,3459611,3524790,3555311,3459367,3370104,3292502,3347231,3427749,3445880,3375037,3200245,2997192,2750272,2567938
Chile,CHL,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,7.825170886,9.35178518,10.90210017,11.20261126,12.64179779,14.74563269,18.21483787,20.3415163,20.50280291,21.52536837,22.41857867,22.10483672,20.51819813,20.88734347,21.38481532,20.68908357,20.92903925,21.09609512,21.05455311,20.27463561,19.55545384,18.92204793,19.04919709,19.30151987,19.17642778,18.53492447,17.32630719,16.00281059,14.51174802,13.43330717
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0.00016868,0.001168115,0.00495471,0.013081692,0.032394861,0.168540297,0.708187957,1.775913207,2.639650215,4.595704331,6.2,7.3,8.523257003,10.52315262,16,22.6,28.9,34.3,38.3,42.30011749,45.8,47.9,50.3,53.2,54.3,59.2,64.10983774,70.40477542
China,CHN,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1604,2631,5100,6999,13314,26989,66054,289923,622142,1027286,1338370
China,CHN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.199068554,1.956082927,3.766088954,5.134092309,9.705071946,19.55923065,47.59653838,207.6492517,443.5127891,729.7386956,948.573356
China,CHN,Mobile cellular subscriptions,IT.CEL.SETS,47544,176943,638000,1568000,3629000,6853000,13233000,23863000,43296000,85260000,144820000,206005000,269953000,334824000,393406000,461058000,547306000,641245000,747214000,859003000,986253000,1112155000,1229113000,1286093000,1291984200,1364934000,1469882500,1649301700,1746238000,1718411000
China,CHN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.00398559,0.014663243,0.052345838,0.127477599,0.292444189,0.54752332,1.048577006,1.876048044,3.37850167,6.606481691,11.14746235,15.75742107,20.52400801,25.3063175,29.56214176,34.44822335,40.66184883,47.37436885,54.89500349,62.75543093,71.6494509,80.34603793,88.30574902,91.89962887,91.835388,96.52661691,103.4384208,115.5258122,121.7922911,119.3901628
China,CHN,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,22660,336280,3298490,11219010,24939630,37350000,50853000,66414000,82879000,103978000,126337000,156487000,175183000,188909000,200483000,277046000,322597000,394190000,407382000,449279000,483549500
China,CHN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,0.001755839,0.02588502,0.252303079,0.852959779,1.884961039,2.806632321,3.799512213,4.93419774,6.122995604,7.638872763,9.22969172,11.36849026,12.6558438,13.5721864,14.32580171,19.69267651,22.81370164,27.73989833,28.53518942,31.33520101,33.59560288
China,CHN,Fixed telephone subscriptions,IT.MLT.MAIN,8450600,11469100,17332000,27295300,40705700,54947000,70310000,87420937,108715763,144829000,180368000,214222000,262747000,311756000,350445000,367786000,365637000,340359000,313732000,294383000,285115000,278153000,266985000,249430000,230996000,206624000,193757000,192085000,191033000,181908000
China,CHN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.708409694,0.950442789,1.422034581,2.219093943,3.280282569,4.390013697,5.571332978,6.872810539,8.483379223,11.22226292,13.88375562,16.38594333,19.97614967,23.56281604,26.33387587,27.47935026,27.1648336,25.14529206,23.04871059,21.50648138,20.71307585,20.09476331,19.18156459,17.82338014,16.41940148,14.61221985,13.63504777,13.4546491,13.32369742,12.63843501
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0.107173945,0.18804679,0.330017773,0.550521023,1.126225245,1.697730794,2.207532993,2.854199971,4.6,7.388923711,9.118690303,11.00726389,15.34167454,21.8,25.6,30,36.5,40.35091575,48.98,51.7,52.57,55.90497251,58.13649357,62.25988032,64.12637682,65.00690072,69.79
Colombia,COL,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,475,680,1401,1923,2571,3389,15415,22640,32338,39298,20646
Colombia,COL,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.50357476,14.89178914,30.40646939,41.35884829,54.73973968,71.31633906,319.9789235,462.8925007,651.174232,780.6602071,405.7553027
Colombia,COL,Mobile cellular subscriptions,IT.CEL.SETS,0,0,0,86805,274590,522857,1264763,1800229,1966535,2256801,3265261,4596594,6186206,10400578,21849993,29762715,33941118,41364753,42159613,44477653,46200421,49066359,50295114,55330272,57327470,58684924,62220014,64513977,66283175,67672570
Colombia,COL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0.242750219,0.753924104,1.410215618,3.352692465,4.692457774,5.042465832,5.694682872,8.11124721,11.24539087,14.91231688,24.71857858,51.23366844,68.89374311,77.60184186,93.46915912,94.21131201,98.35249333,101.1774872,106.4907095,108.17202,117.8049526,120.636922,121.8160055,127.2136962,129.9086097,131.6724442,132.9967081
Colombia,COL,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,8872,13830,34888,64436,127113,318683,628077,1207090,1772088,2114782,2643033,3348142,3938657,4537621,5028595,5525763,5912968,6331032,6678543,6949852,7764772
Colombia,COL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,0.022387099,0.034355155,0.085352153,0.155327846,0.30210366,0.747245052,1.453851757,2.759850377,4.004268447,4.72576413,5.84448297,7.332326999,8.548227073,9.759270646,10.70649708,11.62812593,12.27392136,12.94429123,13.44825224,13.80597715,15.26008418
Colombia,COL,Fixed telephone subscriptions,IT.MLT.MAIN,2633273,2821700,3139468,3513000,3872845,4645453,5394757,6366944,6665422,7192778,7371545,7766000,7848266,7588676,7678804,7860205,7924098,7928944,7470000,7186165,7126730,7066130,7141461,7180937,7109254,7115984,6987654,6973573,7012306,7248026
Colombia,COL,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,7.800363507,8.197238271,8.946577176,9.824105996,10.63342145,12.52941124,14.30067225,16.59600855,17.09105747,18.14984559,18.31168284,18.99922105,18.91883807,18.03565956,18.00519104,18.19454119,18.11739377,17.91650317,16.70135862,15.89061467,15.60731737,15.3359086,15.35946936,15.28909785,14.96034136,14.7710977,14.28680638,14.04233958,13.93004289,14.24452475
Comoros,COM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,..,0,0.03787097,0.148162964,0.271740607,0.443068373,0.554869675,0.84818937,1.327327178,2,2.2,2.5,3,3.5,5.1,5.5,5.975296308,6.5,6.98,7.459161386,7.938322771,8.478170295,..,..,..
Comoros,COM,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,1,0,1,3,1,47,4,6,6,8
Comoros,COM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,1.415271916,0,1.348597661,3.950539249,1.286281168,59.07513477,4.914669058,7.208748537,7.05143197,9.199684911
Comoros,COM,Mobile cellular subscriptions,IT.CEL.SETS,0,0,0,0,0,0,0,0,0,0,0,0,2000,8378,15523,36877,62104,91741,122596,165278,216438,283511,347500,383000,424786,454389,468914,498903,575218,781579
Comoros,COM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0,0,0,0,0,0,0.34292906,1.402814336,2.537984752,5.886897873,9.6792494,13.95875715,18.2095263,23.96403032,30.63225248,39.16595637,46.86414792,50.43521774,54.64019634,57.11331939,57.6137866,59.94110452,67.60224049,89.87788652
Comoros,COM,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,1,4,..,82,110,66,329,400,1233,1300,1583,1600,1634,1644,1531,1255,1066
Comoros,COM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00016744,0.000653993,..,0.01278015,0.016736936,0.009803164,0.047702453,0.056611598,0.170334217,0.175319115,0.208456788,0.205807899,0.205381653,0.201992402,0.183943234,0.147493319,0.122584956
Comoros,COM,Fixed telephone subscriptions,IT.MLT.MAIN,3641,3851,4010,4272,4377,4980,5507,6226,6521,6773,8876,10258,13245,15083,16939,19061,26025,28809,30787,21210,23146,24000,23000,23500,14599,13049,17212,10320,10042,7573
Comoros,COM,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.858985732,0.882350246,0.892551094,0.924121252,0.92070998,1.019182321,1.09711467,1.208028949,1.233057514,1.248808442,1.59672452,1.80129557,2.2710477,2.525501149,2.769498403,3.042822365,4.056139148,4.383403654,4.5728791,3.07528578,3.275830103,3.315507874,3.101799718,3.094589078,1.877868448,1.640162294,2.114776899,1.239904748,1.180181599,0.870859164
"Congo, Dem. Rep.",COD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0.000108207,0.000211213,0.000413065,0.001009076,0.005902114,0.011475782,0.092790702,0.134914837,0.196208375,0.238037799,0.29605361,0.37,0.44,0.56,0.72,1.2,1.679961015,2.2,3,3.799999507,6.20997406,8.619904916,11.7,12.5,13.6
"Congo, Dem. Rep.",COD,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,5,12,11,26,39,50,208,237,263,345
"Congo, Dem. Rep.",COD,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.061954171,0.074900587,0.173860762,0.154150566,0.352459001,0.511512091,0.634605307,2.555321325,2.81914332,3.030283199,3.852105758
"Congo, Dem. Rep.",COD,Mobile cellular subscriptions,IT.CEL.SETS,0,..,..,..,8500,7200,8900,10000,12000,15000,150000,560000,1246225,1990722,2746094,4415470,6592000,9937622,9458557,11820348,15644877,20092678,28231900,37102958,37752782,28889317,35375246,36470600,37123208,40798396
"Congo, Dem. Rep.",COD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,..,..,..,0.020444372,0.016839252,0.020307033,0.02229656,0.026132624,0.031843195,0.309734682,1.122882079,2.423356236,3.751204096,5.012409853,7.804212083,11.2773048,16.44996759,15.1461537,18.3079963,23.43620874,29.11107004,39.56330156,50.29719681,49.51538827,36.66662914,43.45919307,43.38221502,42.77332121,45.55354721
"Congo, Dem. Rep.",COD,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,..,450,500,1000,1000,1000,4620,11900,31000
"Congo, Dem. Rep.",COD,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,0.000630616,0.000677806,0.001311569,0.001269211,0.00122852,0.005495545,0.013711167,0.034613125
"Congo, Dem. Rep.",COD,Fixed telephone subscriptions,IT.MLT.MAIN,35000,36000,36000,36000,36000,36000,9100,9350,9550,9810,9980,10000,9733,10524,10579,9700,3500,37320,42320,41990,56970,59534,0,0,0,0,0,0,0,0
"Congo, Dem. Rep.",COD,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.097470653,0.096427072,0.092745656,0.089434383,0.086587929,0.084196261,0.020763371,0.020847284,0.020797214,0.020825449,0.020607681,0.020051466,0.018926379,0.019830831,0.019309712,0.017144462,0.005987647,0.061776629,0.06776776,0.06503639,0.085341726,0.086255224,0,0,0,0,0,0,0,0
"Congo, Rep.",COG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0.00352686,0.003469104,0.003415143,0.016791049,0.026354732,0.032223616,0.157249517,0.460014187,1.07750493,1.46342006,2.007990079,2.759704374,4.287509903,4.5,5,5.6,6.106695024,6.6,7.11,7.615974662,8.121949323,8.65,..,..,..
"Congo, Rep.",COG,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,1,8,9,15,18,23,24,32,33,46
"Congo, Rep.",COG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0.227539466,1.773758441,1.946890135,3.166584511,3.706683542,4.617550386,4.696028979,6.101789674,6.133254431,8.336214764
